date_key,from_currency_code,to_currency_code,exchange_rate
20190101,AED,USD,3.6725
20190102,AED,USD,3.6725
20190103,AED,USD,3.6725
20190104,AED,USD,3.6725
20190105,AED,USD,3.6725
20190106,AED,USD,3.6725
20190107,AED,USD,3.6725
20190108,AED,USD,3.6725
20190109,AED,USD,3.6725
20190110,AED,USD,3.6725
20190111,AED,USD,3.6725
20190112,AED,USD,3.6725
20190113,AED,USD,3.6725
20190114,AED,USD,3.6725
20190115,AED,USD,3.6725
20190116,AED,USD,3.6725
20190117,AED,USD,3.6725
20190118,AED,USD,3.6725
20190119,AED,USD,3.6725
20190120,AED,USD,3.6725
20190121,AED,USD,3.6725
20190122,AED,USD,3.6725
20190123,AED,USD,3.6725
20190124,AED,USD,3.6725
20190125,AED,USD,3.6725
20190126,AED,USD,3.6725
20190127,AED,USD,3.6725
20190128,AED,USD,3.6725
20190129,AED,USD,3.6725
20190130,AED,USD,3.6725
20190131,AED,USD,3.6725
20190201,AED,USD,3.6725
20190202,AED,USD,3.6725
20190203,AED,USD,3.6725
20190204,AED,USD,3.6725
20190205,AED,USD,3.6725
20190206,AED,USD,3.6725
20190207,AED,USD,3.6725
20190208,AED,USD,3.6725
20190209,AED,USD,3.6725
20190210,AED,USD,3.6725
20190211,AED,USD,3.6725
20190212,AED,USD,3.6725
20190213,AED,USD,3.6725
20190214,AED,USD,3.6725
20190215,AED,USD,3.6725
20190216,AED,USD,3.6725
20190217,AED,USD,3.6725
20190218,AED,USD,3.6725
20190219,AED,USD,3.6725
20190220,AED,USD,3.6725
20190221,AED,USD,3.6725
20190222,AED,USD,3.6725
20190223,AED,USD,3.6725
20190224,AED,USD,3.6725
20190225,AED,USD,3.6725
20190226,AED,USD,3.6725
20190227,AED,USD,3.6725
20190228,AED,USD,3.6725
20190301,AED,USD,3.6725
20190302,AED,USD,3.6725
20190303,AED,USD,3.6725
20190304,AED,USD,3.6725
20190305,AED,USD,3.6725
20190306,AED,USD,3.6725
20190307,AED,USD,3.6725
20190308,AED,USD,3.6725
20190309,AED,USD,3.6725
20190310,AED,USD,3.6725
20190311,AED,USD,3.6725
20190312,AED,USD,3.6725
20190313,AED,USD,3.6725
20190314,AED,USD,3.6725
20190315,AED,USD,3.6725
20190316,AED,USD,3.6725
20190317,AED,USD,3.6725
20190318,AED,USD,3.6725
20190319,AED,USD,3.6725
20190320,AED,USD,3.6725
20190321,AED,USD,3.6725
20190322,AED,USD,3.6725
20190323,AED,USD,3.6725
20190324,AED,USD,3.6725
20190325,AED,USD,3.6725
20190326,AED,USD,3.6725
20190327,AED,USD,3.6725
20190328,AED,USD,3.6725
20190329,AED,USD,3.6725
20190330,AED,USD,3.6725
20190331,AED,USD,3.6725
20190401,AED,USD,3.6725
20190402,AED,USD,3.6725
20190403,AED,USD,3.6725
20190404,AED,USD,3.6725
20190405,AED,USD,3.6725
20190406,AED,USD,3.6725
20190407,AED,USD,3.6725
20190408,AED,USD,3.6725
20190409,AED,USD,3.6725
20190410,AED,USD,3.6725
20190411,AED,USD,3.6725
20190412,AED,USD,3.6725
20190413,AED,USD,3.6725
20190414,AED,USD,3.6725
20190415,AED,USD,3.6725
20190416,AED,USD,3.6725
20190417,AED,USD,3.6725
20190418,AED,USD,3.6725
20190419,AED,USD,3.6725
20190420,AED,USD,3.6725
20190421,AED,USD,3.6725
20190422,AED,USD,3.6725
20190423,AED,USD,3.6725
20190424,AED,USD,3.6725
20190425,AED,USD,3.6725
20190426,AED,USD,3.6725
20190427,AED,USD,3.6725
20190428,AED,USD,3.6725
20190429,AED,USD,3.6725
20190430,AED,USD,3.6725
20190501,AED,USD,3.6725
20190502,AED,USD,3.6725
20190503,AED,USD,3.6725
20190504,AED,USD,3.6725
20190505,AED,USD,3.6725
20190506,AED,USD,3.6725
20190507,AED,USD,3.6725
20190508,AED,USD,3.6725
20190509,AED,USD,3.6725
20190510,AED,USD,3.6725
20190511,AED,USD,3.6725
20190512,AED,USD,3.6725
20190513,AED,USD,3.6725
20190514,AED,USD,3.6725
20190515,AED,USD,3.6725
20190516,AED,USD,3.6725
20190517,AED,USD,3.6725
20190518,AED,USD,3.6725
20190519,AED,USD,3.6725
20190520,AED,USD,3.6725
20190521,AED,USD,3.6725
20190522,AED,USD,3.6725
20190523,AED,USD,3.6725
20190524,AED,USD,3.6725
20190525,AED,USD,3.6725
20190526,AED,USD,3.6725
20190527,AED,USD,3.6725
20190528,AED,USD,3.6725
20190529,AED,USD,3.6725
20190530,AED,USD,3.6725
20190531,AED,USD,3.6725
20190601,AED,USD,3.6725
20190602,AED,USD,3.6725
20190603,AED,USD,3.6725
20190604,AED,USD,3.6725
20190605,AED,USD,3.6725
20190606,AED,USD,3.6725
20190607,AED,USD,3.6725
20190608,AED,USD,3.6725
20190609,AED,USD,3.6725
20190610,AED,USD,3.6725
20190611,AED,USD,3.6725
20190612,AED,USD,3.6725
20190613,AED,USD,3.6725
20190614,AED,USD,3.6725
20190615,AED,USD,3.6725
20190616,AED,USD,3.6725
20190617,AED,USD,3.6725
20190618,AED,USD,3.6725
20190619,AED,USD,3.6725
20190620,AED,USD,3.6725
20190621,AED,USD,3.6725
20190622,AED,USD,3.6725
20190623,AED,USD,3.6725
20190624,AED,USD,3.6725
20190625,AED,USD,3.6725
20190626,AED,USD,3.6725
20190627,AED,USD,3.6725
20190628,AED,USD,3.6725
20190629,AED,USD,3.6725
20190630,AED,USD,3.6725
20190701,AED,USD,3.6725
20190702,AED,USD,3.6725
20190703,AED,USD,3.6725
20190704,AED,USD,3.6725
20190705,AED,USD,3.6725
20190706,AED,USD,3.6725
20190707,AED,USD,3.6725
20190708,AED,USD,3.6725
20190709,AED,USD,3.6725
20190710,AED,USD,3.6725
20190711,AED,USD,3.6725
20190712,AED,USD,3.6725
20190713,AED,USD,3.6725
20190714,AED,USD,3.6725
20190715,AED,USD,3.6725
20190716,AED,USD,3.6725
20190717,AED,USD,3.6725
20190718,AED,USD,3.6725
20190719,AED,USD,3.6725
20190720,AED,USD,3.6725
20190721,AED,USD,3.6725
20190722,AED,USD,3.6725
20190723,AED,USD,3.6725
20190724,AED,USD,3.6725
20190725,AED,USD,3.6725
20190726,AED,USD,3.6725
20190727,AED,USD,3.6725
20190728,AED,USD,3.6725
20190729,AED,USD,3.6725
20190730,AED,USD,3.6725
20190731,AED,USD,3.6725
20190801,AED,USD,3.6725
20190802,AED,USD,3.6725
20190803,AED,USD,3.6725
20190804,AED,USD,3.6725
20190805,AED,USD,3.6725
20190806,AED,USD,3.6725
20190807,AED,USD,3.6725
20190808,AED,USD,3.6725
20190809,AED,USD,3.6725
20190810,AED,USD,3.6725
20190811,AED,USD,3.6725
20190812,AED,USD,3.6725
20190813,AED,USD,3.6725
20190814,AED,USD,3.6725
20190815,AED,USD,3.6725
20190816,AED,USD,3.6725
20190817,AED,USD,3.6725
20190818,AED,USD,3.6725
20190819,AED,USD,3.6725
20190820,AED,USD,3.6725
20190821,AED,USD,3.6725
20190822,AED,USD,3.6725
20190823,AED,USD,3.6725
20190824,AED,USD,3.6725
20190825,AED,USD,3.6725
20190826,AED,USD,3.6725
20190827,AED,USD,3.6725
20190828,AED,USD,3.6725
20190829,AED,USD,3.6725
20190830,AED,USD,3.6725
20190831,AED,USD,3.6725
20190901,AED,USD,3.6725
20190902,AED,USD,3.6725
20190903,AED,USD,3.6725
20190904,AED,USD,3.6725
20190905,AED,USD,3.6725
20190906,AED,USD,3.6725
20190907,AED,USD,3.6725
20190908,AED,USD,3.6725
20190909,AED,USD,3.6725
20190910,AED,USD,3.6725
20190911,AED,USD,3.6725
20190912,AED,USD,3.6725
20190913,AED,USD,3.6725
20190914,AED,USD,3.6725
20190915,AED,USD,3.6725
20190916,AED,USD,3.6725
20190917,AED,USD,3.6725
20190918,AED,USD,3.6725
20190919,AED,USD,3.6725
20190920,AED,USD,3.6725
20190921,AED,USD,3.6725
20190922,AED,USD,3.6725
20190923,AED,USD,3.6725
20190924,AED,USD,3.6725
20190925,AED,USD,3.6725
20190926,AED,USD,3.6725
20190927,AED,USD,3.6725
20190928,AED,USD,3.6725
20190929,AED,USD,3.6725
20190930,AED,USD,3.6725
20191001,AED,USD,3.6725
20191002,AED,USD,3.6725
20191003,AED,USD,3.6725
20191004,AED,USD,3.6725
20191005,AED,USD,3.6725
20191006,AED,USD,3.6725
20191007,AED,USD,3.6725
20191008,AED,USD,3.6725
20191009,AED,USD,3.6725
20191010,AED,USD,3.6725
20191011,AED,USD,3.6725
20191012,AED,USD,3.6725
20191013,AED,USD,3.6725
20191014,AED,USD,3.6725
20191015,AED,USD,3.6725
20191016,AED,USD,3.6725
20191017,AED,USD,3.6725
20191018,AED,USD,3.6725
20191019,AED,USD,3.6725
20191020,AED,USD,3.6725
20191021,AED,USD,3.6725
20191022,AED,USD,3.6725
20191023,AED,USD,3.6725
20191024,AED,USD,3.6725
20191025,AED,USD,3.6725
20191026,AED,USD,3.6725
20191027,AED,USD,3.6725
20191028,AED,USD,3.6725
20191029,AED,USD,3.6725
20191030,AED,USD,3.6725
20191031,AED,USD,3.6725
20191101,AED,USD,3.6725
20191102,AED,USD,3.6725
20191103,AED,USD,3.6725
20191104,AED,USD,3.6725
20191105,AED,USD,3.6725
20191106,AED,USD,3.6725
20191107,AED,USD,3.6725
20191108,AED,USD,3.6725
20191109,AED,USD,3.6725
20191110,AED,USD,3.6725
20191111,AED,USD,3.6725
20191112,AED,USD,3.6725
20191113,AED,USD,3.6725
20191114,AED,USD,3.6725
20191115,AED,USD,3.6725
20191116,AED,USD,3.6725
20191117,AED,USD,3.6725
20191118,AED,USD,3.6725
20191119,AED,USD,3.6725
20191120,AED,USD,3.6725
20191121,AED,USD,3.6725
20191122,AED,USD,3.6725
20191123,AED,USD,3.6725
20191124,AED,USD,3.6725
20191125,AED,USD,3.6725
20191126,AED,USD,3.6725
20191127,AED,USD,3.6725
20191128,AED,USD,3.6725
20191129,AED,USD,3.6725
20191130,AED,USD,3.6725
20191201,AED,USD,3.6725
20191202,AED,USD,3.6725
20191203,AED,USD,3.6725
20191204,AED,USD,3.6725
20191205,AED,USD,3.6725
20191206,AED,USD,3.6725
20191207,AED,USD,3.6725
20191208,AED,USD,3.6725
20191209,AED,USD,3.6725
20191210,AED,USD,3.6725
20191211,AED,USD,3.6725
20191212,AED,USD,3.6725
20191213,AED,USD,3.6725
20191214,AED,USD,3.6725
20191215,AED,USD,3.6725
20191216,AED,USD,3.6725
20191217,AED,USD,3.6725
20191218,AED,USD,3.6725
20191219,AED,USD,3.6725
20191220,AED,USD,3.6725
20191221,AED,USD,3.6725
20191222,AED,USD,3.6725
20191223,AED,USD,3.6725
20191224,AED,USD,3.6725
20191225,AED,USD,3.6725
20191226,AED,USD,3.6725
20191227,AED,USD,3.6725
20191228,AED,USD,3.6725
20191229,AED,USD,3.6725
20191230,AED,USD,3.6725
20191231,AED,USD,3.6725
20200101,AED,USD,3.6725
20200102,AED,USD,3.6725
20200103,AED,USD,3.6725
20200104,AED,USD,3.6725
20200105,AED,USD,3.6725
20200106,AED,USD,3.6725
20200107,AED,USD,3.6725
20200108,AED,USD,3.6725
20200109,AED,USD,3.6725
20200110,AED,USD,3.6725
20200111,AED,USD,3.6725
20200112,AED,USD,3.6725
20200113,AED,USD,3.6725
20200114,AED,USD,3.6725
20200115,AED,USD,3.6725
20200116,AED,USD,3.6725
20200117,AED,USD,3.6725
20200118,AED,USD,3.6725
20200119,AED,USD,3.6725
20200120,AED,USD,3.6725
20200121,AED,USD,3.6725
20200122,AED,USD,3.6725
20200123,AED,USD,3.6725
20200124,AED,USD,3.6725
20200125,AED,USD,3.6725
20200126,AED,USD,3.6725
20200127,AED,USD,3.6725
20200128,AED,USD,3.6725
20200129,AED,USD,3.6725
20200130,AED,USD,3.6725
20200131,AED,USD,3.6725
20200201,AED,USD,3.6725
20200202,AED,USD,3.6725
20200203,AED,USD,3.6725
20200204,AED,USD,3.6725
20200205,AED,USD,3.6725
20200206,AED,USD,3.6725
20200207,AED,USD,3.6725
20200208,AED,USD,3.6725
20200209,AED,USD,3.6725
20200210,AED,USD,3.6725
20200211,AED,USD,3.6725
20200212,AED,USD,3.6725
20200213,AED,USD,3.6725
20200214,AED,USD,3.6725
20200215,AED,USD,3.6725
20200216,AED,USD,3.6725
20200217,AED,USD,3.6725
20200218,AED,USD,3.6725
20200219,AED,USD,3.6725
20200220,AED,USD,3.6725
20200221,AED,USD,3.6725
20200222,AED,USD,3.6725
20200223,AED,USD,3.6725
20200224,AED,USD,3.6725
20200225,AED,USD,3.6725
20200226,AED,USD,3.6725
20200227,AED,USD,3.6725
20200228,AED,USD,3.6725
20200229,AED,USD,3.6725
20200301,AED,USD,3.6725
20200302,AED,USD,3.6725
20200303,AED,USD,3.6725
20200304,AED,USD,3.6725
20200305,AED,USD,3.6725
20200306,AED,USD,3.6725
20200307,AED,USD,3.6725
20200308,AED,USD,3.6725
20200309,AED,USD,3.6725
20200310,AED,USD,3.6725
20200311,AED,USD,3.6725
20200312,AED,USD,3.6725
20200313,AED,USD,3.6725
20200314,AED,USD,3.6725
20200315,AED,USD,3.6725
20200316,AED,USD,3.6725
20200317,AED,USD,3.6725
20200318,AED,USD,3.6725
20200319,AED,USD,3.6725
20200320,AED,USD,3.6725
20200321,AED,USD,3.6725
20200322,AED,USD,3.6725
20200323,AED,USD,3.6725
20200324,AED,USD,3.6725
20200325,AED,USD,3.6725
20200326,AED,USD,3.6725
20200327,AED,USD,3.6725
20200328,AED,USD,3.6725
20200329,AED,USD,3.6725
20200330,AED,USD,3.6725
20200331,AED,USD,3.6725
20200401,AED,USD,3.6725
20200402,AED,USD,3.6725
20200403,AED,USD,3.6725
20200404,AED,USD,3.6725
20200405,AED,USD,3.6725
20200406,AED,USD,3.6725
20200407,AED,USD,3.6725
20200408,AED,USD,3.6725
20200409,AED,USD,3.6725
20200410,AED,USD,3.6725
20200411,AED,USD,3.6725
20200412,AED,USD,3.6725
20200413,AED,USD,3.6725
20200414,AED,USD,3.6725
20200415,AED,USD,3.6725
20200416,AED,USD,3.6725
20200417,AED,USD,3.6725
20200418,AED,USD,3.6725
20200419,AED,USD,3.6725
20200420,AED,USD,3.6725
20200421,AED,USD,3.6725
20200422,AED,USD,3.6725
20200423,AED,USD,3.6725
20200424,AED,USD,3.6725
20200425,AED,USD,3.6725
20200426,AED,USD,3.6725
20200427,AED,USD,3.6725
20200428,AED,USD,3.6725
20200429,AED,USD,3.6725
20200430,AED,USD,3.6725
20200501,AED,USD,3.6725
20200502,AED,USD,3.6725
20200503,AED,USD,3.6725
20200504,AED,USD,3.6725
20200505,AED,USD,3.6725
20200506,AED,USD,3.6725
20200507,AED,USD,3.6725
20200508,AED,USD,3.6725
20200509,AED,USD,3.6725
20200510,AED,USD,3.6725
20200511,AED,USD,3.6725
20200512,AED,USD,3.6725
20200513,AED,USD,3.6725
20200514,AED,USD,3.6725
20200515,AED,USD,3.6725
20200516,AED,USD,3.6725
20200517,AED,USD,3.6725
20200518,AED,USD,3.6725
20200519,AED,USD,3.6725
20200520,AED,USD,3.6725
20200521,AED,USD,3.6725
20200522,AED,USD,3.6725
20200523,AED,USD,3.6725
20200524,AED,USD,3.6725
20200525,AED,USD,3.6725
20200526,AED,USD,3.6725
20200527,AED,USD,3.6725
20200528,AED,USD,3.6725
20200529,AED,USD,3.6725
20200530,AED,USD,3.6725
20200531,AED,USD,3.6725
20200601,AED,USD,3.6725
20200602,AED,USD,3.6725
20200603,AED,USD,3.6725
20200604,AED,USD,3.6725
20200605,AED,USD,3.6725
20200606,AED,USD,3.6725
20200607,AED,USD,3.6725
20200608,AED,USD,3.6725
20200609,AED,USD,3.6725
20200610,AED,USD,3.6725
20200611,AED,USD,3.6725
20200612,AED,USD,3.6725
20200613,AED,USD,3.6725
20200614,AED,USD,3.6725
20200615,AED,USD,3.6725
20200616,AED,USD,3.6725
20200617,AED,USD,3.6725
20200618,AED,USD,3.6725
20200619,AED,USD,3.6725
20200620,AED,USD,3.6725
20200621,AED,USD,3.6725
20200622,AED,USD,3.6725
20200623,AED,USD,3.6725
20200624,AED,USD,3.6725
20200625,AED,USD,3.6725
20200626,AED,USD,3.6725
20200627,AED,USD,3.6725
20200628,AED,USD,3.6725
20200629,AED,USD,3.6725
20200630,AED,USD,3.6725
20200701,AED,USD,3.6725
20200702,AED,USD,3.6725
20200703,AED,USD,3.6725
20200704,AED,USD,3.6725
20200705,AED,USD,3.6725
20200706,AED,USD,3.6725
20200707,AED,USD,3.6725
20200708,AED,USD,3.6725
20200709,AED,USD,3.6725
20200710,AED,USD,3.6725
20200711,AED,USD,3.6725
20200712,AED,USD,3.6725
20200713,AED,USD,3.6725
20200714,AED,USD,3.6725
20200715,AED,USD,3.6725
20200716,AED,USD,3.6725
20200717,AED,USD,3.6725
20200718,AED,USD,3.6725
20200719,AED,USD,3.6725
20200720,AED,USD,3.6725
20200721,AED,USD,3.6725
20200722,AED,USD,3.6725
20200723,AED,USD,3.6725
20200724,AED,USD,3.6725
20200725,AED,USD,3.6725
20200726,AED,USD,3.6725
20200727,AED,USD,3.6725
20200728,AED,USD,3.6725
20200729,AED,USD,3.6725
20200730,AED,USD,3.6725
20200731,AED,USD,3.6725
20200801,AED,USD,3.6725
20200802,AED,USD,3.6725
20200803,AED,USD,3.6725
20200804,AED,USD,3.6725
20200805,AED,USD,3.6725
20200806,AED,USD,3.6725
20200807,AED,USD,3.6725
20200808,AED,USD,3.6725
20200809,AED,USD,3.6725
20200810,AED,USD,3.6725
20200811,AED,USD,3.6725
20200812,AED,USD,3.6725
20200813,AED,USD,3.6725
20200814,AED,USD,3.6725
20200815,AED,USD,3.6725
20200816,AED,USD,3.6725
20200817,AED,USD,3.6725
20200818,AED,USD,3.6725
20200819,AED,USD,3.6725
20200820,AED,USD,3.6725
20200821,AED,USD,3.6725
20200822,AED,USD,3.6725
20200823,AED,USD,3.6725
20200824,AED,USD,3.6725
20200825,AED,USD,3.6725
20200826,AED,USD,3.6725
20200827,AED,USD,3.6725
20200828,AED,USD,3.6725
20200829,AED,USD,3.6725
20200830,AED,USD,3.6725
20200831,AED,USD,3.6725
20200901,AED,USD,3.6725
20200902,AED,USD,3.6725
20200903,AED,USD,3.6725
20200904,AED,USD,3.6725
20200905,AED,USD,3.6725
20200906,AED,USD,3.6725
20200907,AED,USD,3.6725
20200908,AED,USD,3.6725
20200909,AED,USD,3.6725
20200910,AED,USD,3.6725
20200911,AED,USD,3.6725
20200912,AED,USD,3.6725
20200913,AED,USD,3.6725
20200914,AED,USD,3.6725
20200915,AED,USD,3.6725
20200916,AED,USD,3.6725
20200917,AED,USD,3.6725
20200918,AED,USD,3.6725
20200919,AED,USD,3.6725
20200920,AED,USD,3.6725
20200921,AED,USD,3.6725
20200922,AED,USD,3.6725
20200923,AED,USD,3.6725
20200924,AED,USD,3.6725
20200925,AED,USD,3.6725
20200926,AED,USD,3.6725
20200927,AED,USD,3.6725
20200928,AED,USD,3.6725
20200929,AED,USD,3.6725
20200930,AED,USD,3.6725
20201001,AED,USD,3.6725
20201002,AED,USD,3.6725
20201003,AED,USD,3.6725
20201004,AED,USD,3.6725
20201005,AED,USD,3.6725
20201006,AED,USD,3.6725
20201007,AED,USD,3.6725
20201008,AED,USD,3.6725
20201009,AED,USD,3.6725
20201010,AED,USD,3.6725
20201011,AED,USD,3.6725
20201012,AED,USD,3.6725
20201013,AED,USD,3.6725
20201014,AED,USD,3.6725
20201015,AED,USD,3.6725
20201016,AED,USD,3.6725
20201017,AED,USD,3.6725
20201018,AED,USD,3.6725
20201019,AED,USD,3.6725
20201020,AED,USD,3.6725
20201021,AED,USD,3.6725
20201022,AED,USD,3.6725
20201023,AED,USD,3.6725
20201024,AED,USD,3.6725
20201025,AED,USD,3.6725
20201026,AED,USD,3.6725
20201027,AED,USD,3.6725
20201028,AED,USD,3.6725
20201029,AED,USD,3.6725
20201030,AED,USD,3.6725
20201031,AED,USD,3.6725
20201101,AED,USD,3.6725
20201102,AED,USD,3.6725
20201103,AED,USD,3.6725
20201104,AED,USD,3.6725
20201105,AED,USD,3.6725
20201106,AED,USD,3.6725
20201107,AED,USD,3.6725
20201108,AED,USD,3.6725
20201109,AED,USD,3.6725
20201110,AED,USD,3.6725
20201111,AED,USD,3.6725
20201112,AED,USD,3.6725
20201113,AED,USD,3.6725
20201114,AED,USD,3.6725
20201115,AED,USD,3.6725
20201116,AED,USD,3.6725
20201117,AED,USD,3.6725
20201118,AED,USD,3.6725
20201119,AED,USD,3.6725
20201120,AED,USD,3.6725
20201121,AED,USD,3.6725
20201122,AED,USD,3.6725
20201123,AED,USD,3.6725
20201124,AED,USD,3.6725
20201125,AED,USD,3.6725
20201126,AED,USD,3.6725
20201127,AED,USD,3.6725
20201128,AED,USD,3.6725
20201129,AED,USD,3.6725
20201130,AED,USD,3.6725
20201201,AED,USD,3.6725
20201202,AED,USD,3.6725
20201203,AED,USD,3.6725
20201204,AED,USD,3.6725
20201205,AED,USD,3.6725
20201206,AED,USD,3.6725
20201207,AED,USD,3.6725
20201208,AED,USD,3.6725
20201209,AED,USD,3.6725
20201210,AED,USD,3.6725
20201211,AED,USD,3.6725
20201212,AED,USD,3.6725
20201213,AED,USD,3.6725
20201214,AED,USD,3.6725
20201215,AED,USD,3.6725
20201216,AED,USD,3.6725
20201217,AED,USD,3.6725
20201218,AED,USD,3.6725
20201219,AED,USD,3.6725
20201220,AED,USD,3.6725
20201221,AED,USD,3.6725
20201222,AED,USD,3.6725
20201223,AED,USD,3.6725
20201224,AED,USD,3.6725
20201225,AED,USD,3.6725
20201226,AED,USD,3.6725
20201227,AED,USD,3.6725
20201228,AED,USD,3.6725
20201229,AED,USD,3.6725
20201230,AED,USD,3.6725
20201231,AED,USD,3.6725
20190101,AFN,USD,75.211586
20190102,AFN,USD,75.306928
20190103,AFN,USD,75.357377
20190104,AFN,USD,75.352124
20190105,AFN,USD,75.313999
20190106,AFN,USD,75.314986
20190107,AFN,USD,75.534714
20190108,AFN,USD,75.421075
20190109,AFN,USD,75.382187
20190110,AFN,USD,75.394438
20190111,AFN,USD,75.391539
20190112,AFN,USD,75.489965
20190113,AFN,USD,75.489977
20190114,AFN,USD,75.216987
20190115,AFN,USD,75.336547
20190116,AFN,USD,75.189949
20190117,AFN,USD,75.283391
20190118,AFN,USD,75.276332
20190119,AFN,USD,75.361317
20190120,AFN,USD,75.361745
20190121,AFN,USD,75.194508
20190122,AFN,USD,75.278818
20190123,AFN,USD,75.25948
20190124,AFN,USD,75.354705
20190125,AFN,USD,75.358352
20190126,AFN,USD,75.44994
20190127,AFN,USD,75.449993
20190128,AFN,USD,75.30422
20190129,AFN,USD,75.165483
20190130,AFN,USD,75.095883
20190131,AFN,USD,75.094477
20190201,AFN,USD,75.036673
20190202,AFN,USD,75.199994
20190203,AFN,USD,75.1302
20190204,AFN,USD,74.841649
20190205,AFN,USD,74.850002
20190206,AFN,USD,74.814385
20190207,AFN,USD,74.716738
20190208,AFN,USD,74.722813
20190209,AFN,USD,74.650001
20190210,AFN,USD,74.650001
20190211,AFN,USD,74.400159
20190212,AFN,USD,74.418378
20190213,AFN,USD,74.42608
20190214,AFN,USD,74.426569
20190215,AFN,USD,74.418164
20190216,AFN,USD,74.52733
20190217,AFN,USD,74.527402
20190218,AFN,USD,74.338966
20190219,AFN,USD,74.432467
20190220,AFN,USD,74.372164
20190221,AFN,USD,74.483415
20190222,AFN,USD,74.483851
20190223,AFN,USD,74.580009
20190224,AFN,USD,74.580006
20190225,AFN,USD,74.454746
20190226,AFN,USD,74.456638
20190227,AFN,USD,74.411988
20190228,AFN,USD,74.490821
20190301,AFN,USD,74.498562
20190302,AFN,USD,74.589993
20190303,AFN,USD,74.589994
20190304,AFN,USD,74.653668
20190305,AFN,USD,74.751365
20190306,AFN,USD,74.779807
20190307,AFN,USD,74.779855
20190308,AFN,USD,74.831743
20190309,AFN,USD,74.81301
20190310,AFN,USD,74.81301
20190311,AFN,USD,75.214062
20190312,AFN,USD,75.301762
20190313,AFN,USD,75.229617
20190314,AFN,USD,75.104464
20190315,AFN,USD,75.146173
20190316,AFN,USD,75.199637
20190317,AFN,USD,75.199656
20190318,AFN,USD,75.508791
20190319,AFN,USD,75.601577
20190320,AFN,USD,75.364002
20190321,AFN,USD,75.364585
20190322,AFN,USD,75.364113
20190323,AFN,USD,75.460153
20190324,AFN,USD,75.460136
20190325,AFN,USD,75.444783
20190326,AFN,USD,75.69352
20190327,AFN,USD,75.864261
20190328,AFN,USD,75.786105
20190329,AFN,USD,75.783428
20190330,AFN,USD,75.889914
20190331,AFN,USD,75.889904
20190401,AFN,USD,75.753363
20190402,AFN,USD,76.079157
20190403,AFN,USD,76.192248
20190404,AFN,USD,76.633601
20190405,AFN,USD,76.633586
20190406,AFN,USD,76.729151
20190407,AFN,USD,76.729996
20190408,AFN,USD,76.641045
20190409,AFN,USD,76.633979
20190410,AFN,USD,76.849467
20190411,AFN,USD,77.271839
20190412,AFN,USD,77.349487
20190413,AFN,USD,77.298838
20190414,AFN,USD,77.298419
20190415,AFN,USD,77.572656
20190416,AFN,USD,77.803964
20190417,AFN,USD,77.843711
20190418,AFN,USD,77.857712
20190419,AFN,USD,77.674949
20190420,AFN,USD,77.382973
20190421,AFN,USD,77.468674
20190422,AFN,USD,77.617471
20190423,AFN,USD,77.641129
20190424,AFN,USD,77.640159
20190425,AFN,USD,77.596182
20190426,AFN,USD,77.704245
20190427,AFN,USD,77.538851
20190428,AFN,USD,77.539564
20190429,AFN,USD,77.666818
20190430,AFN,USD,77.329986
20190501,AFN,USD,77.51226
20190502,AFN,USD,77.607711
20190503,AFN,USD,77.749917
20190504,AFN,USD,77.702535
20190505,AFN,USD,77.716523
20190506,AFN,USD,77.328967
20190507,AFN,USD,77.528512
20190508,AFN,USD,78.134285
20190509,AFN,USD,78.141897
20190510,AFN,USD,78.015261
20190511,AFN,USD,78.292778
20190512,AFN,USD,78.282493
20190513,AFN,USD,78.195394
20190514,AFN,USD,78.317036
20190515,AFN,USD,78.531033
20190516,AFN,USD,79.201007
20190517,AFN,USD,79.19022
20190518,AFN,USD,79.108289
20190519,AFN,USD,79.109642
20190520,AFN,USD,79.143493
20190521,AFN,USD,79.160431
20190522,AFN,USD,80.199688
20190523,AFN,USD,80.627416
20190524,AFN,USD,80.32579
20190525,AFN,USD,80.678974
20190526,AFN,USD,80.68
20190527,AFN,USD,80.45077
20190528,AFN,USD,80.192909
20190529,AFN,USD,80.124287
20190530,AFN,USD,80.197858
20190531,AFN,USD,80.142375
20190601,AFN,USD,79.363359
20190602,AFN,USD,79.370233
20190603,AFN,USD,79.902999
20190604,AFN,USD,79.299688
20190605,AFN,USD,80.133483
20190606,AFN,USD,80.329461
20190607,AFN,USD,79.80897
20190608,AFN,USD,79.293738
20190609,AFN,USD,79.299586
20190610,AFN,USD,79.455653
20190611,AFN,USD,79.506232
20190612,AFN,USD,79.441624
20190613,AFN,USD,79.44723
20190614,AFN,USD,80.041074
20190615,AFN,USD,79.57992
20190616,AFN,USD,79.58
20190617,AFN,USD,80.452529
20190618,AFN,USD,80.036733
20190619,AFN,USD,80.060686
20190620,AFN,USD,80.809557
20190621,AFN,USD,80.836634
20190622,AFN,USD,80.781801
20190623,AFN,USD,80.780409
20190624,AFN,USD,80.341503
20190625,AFN,USD,80.947369
20190626,AFN,USD,80.848613
20190627,AFN,USD,81.048244
20190628,AFN,USD,81.389633
20190629,AFN,USD,81.443739
20190630,AFN,USD,81.440054
20190701,AFN,USD,81.747961
20190702,AFN,USD,81.624183
20190703,AFN,USD,81.406881
20190704,AFN,USD,81.181175
20190705,AFN,USD,80.862567
20190706,AFN,USD,80.109475
20190707,AFN,USD,80.109286
